country_a,country_b,episode_start,episode_end,peak_change_year,issue,before_observations,episode_observations,after_observations,mean_before,mean_episode,mean_after,episode_shift,absolute_shift,peak_local_shift,issue_direction,share_of_episode_change,contribution_percent,rank
IND,RUS,1997,2000,1998,HUMAN RIGHTS ADVANCEMENT,3,4,3,0.55555,0.8511875,0.8833333333333334,0.3277833333333334,0.3277833333333334,0.0,INCREASING,0.3664635623381222,36.64635623381222,1
IND,RUS,1997,2000,1998,TERRITORIES OCCUPIED BY ISRAEL--HUMAN RIGHTS--REPORTS,3,4,3,0.6333333333333333,0.9,0.9,0.2666666666666667,0.2666666666666667,0.0,INCREASING,0.29813479419382494,29.813479419382492,2
IND,RUS,1997,2000,1998,PALESTINE QUESTION,3,4,3,0.5833333333333334,0.7625,0.75,0.16666666666666663,0.16666666666666663,0.0,INCREASING,0.1863342463711405,18.63342463711405,3
IND,RUS,1997,2000,1998,UNRWA--ACTIVITIES,3,4,3,0.8333333333333334,1.0,0.9666666666666667,0.1333333333333333,0.1333333333333333,0.0,INCREASING,0.14906739709691239,14.906739709691239,4
