country_a,country_b,issue,year,score_a,score_b,absolute_divergence,alignment_score,directional_agreement
IND,USA,UN. ECONOMIC AND SOCIAL COUNCIL--REPORTS,1983,0.8333,-1.0,1.8333,0.08335000000000004,0
IND,USA,UN. ECONOMIC AND SOCIAL COUNCIL--REPORTS,1984,1.0,-1.0,2.0,0.0,0
IND,USA,UN. ECONOMIC AND SOCIAL COUNCIL--REPORTS,1985,0.6667,-0.3333,1.0,0.5,0
IND,USA,UN. ECONOMIC AND SOCIAL COUNCIL--REPORTS,1986,0.7857,-0.2143,1.0,0.5,0
IND,USA,UN. ECONOMIC AND SOCIAL COUNCIL--REPORTS,1987,0.7,-0.3,1.0,0.5,0
IND,USA,UN. ECONOMIC AND SOCIAL COUNCIL--REPORTS,1988,0.8,-0.4,1.2000000000000002,0.3999999999999999,0
IND,USA,UN. ECONOMIC AND SOCIAL COUNCIL--REPORTS,1989,0.75,-0.75,1.5,0.25,0
IND,USA,UN. ECONOMIC AND SOCIAL COUNCIL--REPORTS,1990,1.0,0.5,0.5,0.75,1
IND,USA,UNRWA,1986,1.0,-0.5556,1.5556,0.22219999999999995,0
IND,USA,UNRWA,1987,1.0,-0.5556,1.5556,0.22219999999999995,0
IND,USA,UNRWA--ACTIVITIES,1985,1.0,-0.5556,1.5556,0.22219999999999995,0
IND,USA,UNRWA--ACTIVITIES,1988,1.0,-0.5,1.5,0.25,0
IND,USA,UNRWA--ACTIVITIES,1989,1.0,-0.5556,1.5556,0.22219999999999995,0
IND,USA,UNRWA--ACTIVITIES,1990,1.0,-0.5556,1.5556,0.22219999999999995,0
IND,USA,UNRWA--ACTIVITIES,1991,1.0,-0.5556,1.5556,0.22219999999999995,0
IND,USA,UNRWA--ACTIVITIES,1992,1.0,-0.5556,1.5556,0.22219999999999995,0
IND,USA,UNRWA--ACTIVITIES,1993,1.0,-0.625,1.625,0.1875,0
IND,USA,UNRWA--ACTIVITIES,1994,1.0,-0.5,1.5,0.25,0
IND,USA,UNRWA--ACTIVITIES,1995,1.0,-0.5,1.5,0.25,0
IND,USA,UNRWA--ACTIVITIES,1996,1.0,-0.5,1.5,0.25,0
IND,USA,UNRWA--ACTIVITIES,1997,1.0,-0.5,1.5,0.25,0
IND,USA,UNRWA--ACTIVITIES,1998,1.0,-0.5,1.5,0.25,0
IND,USA,UNRWA--ACTIVITIES,1999,1.0,-0.5,1.5,0.25,0
IND,USA,UNRWA--ACTIVITIES,2000,1.0,-0.5,1.5,0.25,0
IND,USA,UNRWA--ACTIVITIES,2001,1.0,-0.5,1.5,0.25,0
IND,USA,UNRWA--ACTIVITIES,2002,1.0,-0.5,1.5,0.25,0
IND,USA,UNRWA--ACTIVITIES,2003,0.8,-0.4,1.2000000000000002,0.3999999999999999,0
IND,USA,UNRWA--ACTIVITIES,2004,1.0,-0.75,1.75,0.125,0
IND,USA,UNRWA--ACTIVITIES,2005,1.0,-0.75,1.75,0.125,0
IND,USA,UNRWA--ACTIVITIES,2006,1.0,-0.75,1.75,0.125,0
